1
27, 0, 33, 101
27, 0, 33, 101
27, 0, 33, 101
27, 0, 33, 101
27, 0, 33, 101
27, 0, 33, 101
69, 0, 86, 101
69, 0, 86, 101
27, 0, 33, 101
27, 0, 33, 101
27, 0, 33, 101
27, 0, 33, 101
27, 0, 33, 101
27, 0, 33, 101
69, 0, 86, 101
69, 0, 86, 101
27, 0, 33, 0
27, 0, 33, 50
27, 0, 33, 67
27, 0, 33, 75
27, 0, 33, 80
27, 0, 33, 84
27, 0, 33, 86
27, 0, 33, 88
27, 0, 33, 89
27, 0, 33, 91
27, 0, 33, 101
27, 0, 33, 101
27, 0, 33, 101
27, 0, 33, 101
27, 0, 33, 101
27, 0, 33, 101
69, 0, 86, 101
69, 0, 86, 101
69, 0, 86, 101
69, 0, 86, 101
69, 1, 85, 101
69, 1, 85, 101
69, 1, 85, 101
69, 2, 83, 101
69, 2, 83, 101
69, 3, 82, 101
69, 3, 82, 101
69, 4, 81, 101
69, 4, 81, 101
69, 5, 80, 101
69, 5, 80, 101
69, 6, 78, 101
43, 7, 45, 101
43, 7, 45, 101
43, 8, 43, 101
43, 8, 43, 101
43, 9, 42, 101
43, 9, 42, 101
43, 9, 42, 101
43, 10, 41, 101
43, 10, 41, 101
43, 11, 40, 101
43, 11, 40, 101
43, 11, 40, 101
43, 11, 40, 101
43, 12, 38, 101
43, 12, 38, 101
43, 12, 38, 101
68, 12, 70, 101
68, 13, 68, 101
68, 13, 68, 101
68, 13, 68, 101
68, 13, 68, 101
68, 14, 67, 101
68, 14, 67, 101
68, 14, 67, 101
68, 14, 67, 101
68, 14, 67, 101
68, 15, 66, 101
68, 15, 66, 101
68, 15, 66, 101
68, 15, 66, 101
68, 15, 66, 101
68, 16, 65, 101
40, 16, 30, 101
40, 16, 30, 101
40, 16, 30, 101
40, 16, 30, 101
40, 16, 30, 101
40, 17, 28, 101
40, 17, 28, 101
40, 17, 28, 101
40, 17, 28, 101
40, 17, 28, 101
40, 17, 28, 101
40, 17, 28, 101
40, 17, 28, 101
40, 17, 28, 101
40, 18, 27, 101
40, 18, 27, 101
82, 18, 80, 101
82, 18, 80, 101
82, 18, 80, 101
82, 18, 80, 101
82, 18, 80, 101
82, 18, 80, 101
82, 18, 80, 101
82, 18, 80, 101
82, 18, 80, 101
82, 18, 80, 101
82, 18, 80, 101
82, 19, 78, 101
82, 19, 78, 101
82, 19, 78, 101
82, 19, 78, 101
82, 19, 78, 101
64, 19, 56, 101
64, 19, 56, 101
64, 19, 56, 101
64, 19, 56, 101
64, 20, 55, 101
64, 20, 55, 101
64, 20, 55, 101
64, 20, 55, 101
64, 21, 53, 101
64, 21, 53, 101
64, 21, 53, 101
64, 22, 52, 101
64, 22, 52, 101
64, 22, 52, 101
64, 23, 51, 101
64, 23, 51, 101
28, 23, 6, 101
28, 24, 5, 101
28, 24, 5, 101
28, 24, 5, 101
28, 25, 3, 101
28, 25, 3, 101
28, 25, 3, 101
28, 25, 3, 101
28, 26, 2, 101
28, 26, 2, 101
28, 26, 2, 101
28, 26, 2, 101
28, 26, 2, 101
28, 27, 1, 101
28, 27, 1, 101
28, 27, 1, 101
63, 27, 45, 101
63, 27, 45, 101
63, 27, 45, 101
63, 27, 45, 101
63, 27, 45, 101
63, 27, 45, 101
63, 27, 45, 101
63, 27, 45, 101
63, 27, 45, 101
63, 27, 45, 101
63, 27, 45, 101
