, 0, 33, 21
59, 20, 48, 21
59, 20, 48, 21
59, 20, 48, 21
59, 21, 47, 21
59, 21, 47, 21
59, 21, 47, 21
59, 21, 47, 21
59, 21, 47, 21
59, 21, 47, 21
59, 21, 47, 21
59, 21, 47, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 23, 45, 21
59, 23, 45, 21
59, 23, 45, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 22, 46, 21
59, 21, 47, 21
59, 21, 47, 21
59, 21, 47, 21
59, 21, 47, 21
59, 21, 47, 21
59, 21, 47, 21
59, 21, 47, 21
59, 21, 47, 21
59, 21, 47, 21
59, 21, 47, 21
59, 21, 47, 21
80, 21, 73, 21
80, 21, 73, 21
80, 21, 73, 21
80, 21, 73, 21
80, 21, 73, 21
80, 21, 73, 21
80, 21, 73, 21
80, 21, 73, 21
80, 22, 72, 21
80, 22, 72, 21
80, 22, 72, 21
80, 22, 72, 21
80, 23, 71, 21
80, 23, 71, 21
80, 24, 70, 21
80, 24, 70, 21
80, 25, 68, 21
80, 25, 68, 21
80, 26, 67, 21
80, 26, 67, 21
80, 27, 66, 21
80, 28, 65, 21
80, 29, 63, 21
80, 29, 63, 21
80, 30, 62, 21
80, 31, 61, 21
80, 32, 60, 21
80, 33, 58, 21
80, 33, 58, 21
80, 34, 57, 21
80, 35, 56, 21
80, 35, 56, 21
80, 36, 55, 21
80, 37, 53, 21
80, 37, 53, 21
80, 38, 52, 21
80, 38, 52, 21
80, 39, 51, 21
80, 39, 51, 21
80, 39, 51, 21
80, 39, 51, 21
80, 39, 51, 21
80, 39, 51, 21
80, 39, 51, 21
80, 39, 51, 21
80, 39, 51, 21
80, 39, 51, 21
80, 39, 51, 21
80, 39, 51, 21
80, 38, 52, 21
80, 38, 52, 21
80, 38, 52, 21
80, 38, 52, 21
80, 37, 53, 21
80, 37, 53, 21
80, 36, 55, 21
80, 36, 55, 21
80, 35, 56, 21
80, 35, 56, 21
80, 35, 56, 21
80, 34, 57, 21
80, 34, 57, 21
80, 34, 57, 21
80, 33, 58, 21
80, 33, 58, 21
80, 33, 58, 21
80, 32, 60, 21
80, 32, 60, 21
80, 32, 60, 21
80, 32, 60, 21
80, 32, 60, 21
80, 32, 60, 21
80, 31, 61, 21
80, 31, 61, 21
72, 31, 51, 21
72, 31, 51, 21
72, 31, 51, 21
72, 31, 51, 21
72, 31, 51, 21
72, 31, 51, 21
72, 31, 51, 21
72, 32, 50, 21
72, 32, 50, 21
72, 32, 50, 21
72, 32, 50, 21
72, 32, 50, 21
72, 32, 50, 21
72, 32, 50, 21
72, 32, 50, 21
72, 32, 50, 21
72, 32, 50, 21
72, 32, 50, 21
72, 32, 50, 21
72, 32, 50, 21
72, 32, 50, 21
72, 32, 50, 21
72, 31, 51, 21
72, 31, 51, 21
72, 31, 51, 21
72, 31, 51, 21
72, 31, 51, 21
72, 31, 51, 21
72, 31, 51, 21
72, 30, 52, 21
72, 30, 52, 21
72, 30, 52, 21
72, 30, 52, 21
72, 30, 52, 21
72, 29, 53, 21
72, 30, 52, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 28, 55, 21
72, 28, 55, 21
72, 28, 55, 21
72, 28, 55, 21
72, 28, 55, 21
72, 28, 55, 21
72, 28, 55, 21
72, 28, 55, 21
72, 28, 55, 21
72, 28, 55, 21
72, 28, 55, 21
72, 28, 55, 21
72, 28, 55, 21
72, 28, 55, 21
72, 28, 55, 21
72, 29, 53, 21
72, 28, 55, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
72, 29, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 29, 55, 21
73, 29, 55, 21
73, 30, 53, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 29, 55, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
73, 30, 53, 21
39, 30, 11, 21
39, 30, 11, 21
39, 30, 11, 21
39, 30, 11, 21
39, 30, 11, 21
39, 30, 11, 21
39, 30, 11, 21
39, 30, 11, 21
39, 30, 11, 21
39, 30, 11, 21
39, 29, 12, 21
39, 29, 12, 21
39, 29, 12, 21
39, 28, 13, 21
39, 28, 13, 21
39, 27, 15, 21
39, 26, 16, 21
39, 26, 16, 21
39, 25, 17, 21
39, 24, 18, 21
39, 23, 20, 21
39, 22, 21, 21
39, 21, 22, 21
39, 20, 23, 21
39, 19, 25, 21
39, 18, 26, 21
39, 16, 28, 21
39, 15, 30, 21
39, 14, 31, 21
39, 13, 32, 21
39, 12, 33, 21
39, 11, 35, 21
39, 10, 36, 21
39, 9, 37, 21
39, 8, 38, 21
39, 7, 40, 21
39, 6, 41, 21
39, 5, 42, 21
39, 4, 43, 21
39, 4, 43, 21
39, 3, 45, 21
39, 2, 46, 21
39, 2, 46, 21
39, 2, 46, 21
39, 1, 47, 21
39, 1, 47, 21
39, 1, 47, 21
39, 1, 47, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
39, 0, 48, 21
49, 0, 61, 21
49, 0, 61, 21
49, 0, 61, 21
49, 0, 61, 21
49, 0, 61, 21
49, 0, 61, 21
49, 0, 61, 21
49, 0, 61, 21
49, 0, 61, 21
49, 0, 61, 21
49, 1, 60, 21
49, 1, 60, 21
49, 1, 60, 21
49, 1, 60, 21
49, 2, 58, 21
49, 2, 58, 21
49, 3, 57, 21
49, 3, 57, 21
49, 4, 56, 21
49, 5, 55, 21
49, 5, 55, 21
49, 6, 53, 21
49, 7, 52, 21
49, 8, 51, 21
49, 9, 50, 21
49, 10, 48, 21
49, 11, 47, 21
49, 13, 45, 21
49, 14, 43, 21
49, 15, 42, 21
49, 16, 41, 21
49, 17, 40, 21
49, 18, 38, 21
49, 19, 37, 21
49, 20, 36, 21
49, 21, 35, 21
49, 21, 35, 21
49, 22, 33, 21
49, 23, 32, 21
49, 23, 32, 21
49, 24, 31, 21
49, 24, 31, 21
49, 24, 31, 21
49, 25, 30, 21
49, 25, 30, 21
49, 25, 30, 21
49, 24, 31, 21
49, 24, 31, 21
49, 24, 31, 21
49, 24, 31, 21
49, 23, 32, 21
49, 23, 32, 21
49, 22, 33, 21
49, 22, 33, 21
49, 21, 35, 21
49, 21, 35, 21
49, 20, 36, 21
49, 19, 37, 21
49, 19, 37, 21
49, 18, 38, 21
49, 18, 38, 21
49, 17, 40, 21
49, 16, 41, 21
49, 16, 41, 21
49, 15, 42, 21
49, 15, 42, 21
49, 14, 43, 21
49, 14, 43, 21
49, 13, 45, 21
49, 13, 45, 21
49, 12, 46, 21
49, 12, 46, 21
49, 12, 46, 21
49, 11, 47, 21
27, 11, 20, 21
27, 11, 20, 21
27, 11, 20, 21
27, 11, 20, 21
27, 11, 20, 21
27, 11, 20, 21
27, 11, 20, 21
27, 11, 20, 21
27, 11, 20, 21
27, 11, 20, 21
27, 11, 20, 21
27, 11, 20, 21
27, 11, 20, 21
27, 11, 20, 21
27, 11, 20, 21
27, 11, 20, 21
27, 10, 21, 21
27, 10, 21, 21
27, 10, 21, 21
27, 10, 21, 21
27, 9, 22, 21
27, 9, 22, 21
27, 9, 22, 21
27, 8, 23, 21
27, 7, 25, 21
27, 7, 25, 21
27, 6, 26, 21
27, 6, 26, 21
27, 5, 27, 21
27, 5, 27, 21
27, 4, 28, 21
27, 4, 28, 21
27, 3, 30, 21
27, 3, 30, 21
27, 2, 31, 21
27, 2, 31, 21
27, 1, 32, 21
27, 1, 32, 21
27, 1, 32, 21
27, 1, 32, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
27, 0, 33, 21
70, 0, 87, 21
70, 0, 87, 21
70, 0, 87, 21
70, 0, 87, 21
70, 0, 87, 21
70, 1, 86, 21
70, 1, 86, 21
70, 1, 86, 21
70, 2, 85, 21
70, 2, 85, 21
70, 3, 83, 21
70, 3, 83, 21
70, 4, 82, 21
70, 5, 81, 21
70, 6, 80, 21
70, 7, 78, 21
70, 9, 76, 21
70, 10, 75, 21
70, 11, 73, 21
70, 13, 71, 21
70, 15, 68, 21
70, 16, 67, 21
70, 18, 65, 21
70, 20, 62, 21
70, 22, 60, 21
70, 24, 57, 21
70, 25, 56, 21
70, 27, 53, 21
70, 29, 51, 21
70, 30, 50, 21
70, 32, 47, 21
70, 33, 46, 21
70, 35, 43, 21
70, 36, 42, 21
70, 37, 41, 21
70, 38, 40, 21
70, 39, 38, 21
70, 40, 37, 21
70, 40, 37, 21
70, 41, 36, 21
70, 41, 36, 21
70, 41, 36, 21
70, 41, 36, 21
70, 41, 36, 21
70, 41, 36, 21
70, 40, 37, 21
70, 40, 37, 21
70, 39, 38, 21
70, 39, 38, 21
70, 38, 40, 21
70, 37, 41, 21
70, 37, 41, 21
70, 36, 42, 21
70, 35, 43, 21
70, 34, 45, 21
70, 33, 46, 21
70, 32, 47, 21
70, 31, 48, 21
70, 30, 50, 21
70, 30, 50, 21
70, 29, 51, 21
70, 28, 52, 21
70, 27, 53, 21
70, 26, 55, 21
70, 26, 55, 21
70, 25, 56, 21
70, 24, 57, 21
70, 24, 57, 21
70, 23, 58, 21
70, 23, 58, 21
70, 22, 60, 21
70, 22, 60, 21
70, 22, 60, 21
70, 22, 60, 21
23, 22, 1, 21
23, 21, 2, 21
23, 22, 1, 21
23, 22, 1, 21
23, 22, 1, 21
23, 22, 1, 21
23, 22, 1, 21
23, 22, 1, 21
23, 22, 1, 21
23, 22, 1, 21
23, 22, 1, 21
23, 22, 1, 21
23, 22, 1, 21
23, 22, 1, 21
23, 22, 1, 21
23, 22, 1, 21
23, 22, 1, 21
23, 21, 2, 21
23, 21, 2, 21
23, 20, 3, 21
23, 20, 3, 21
23, 19, 5, 21
23, 18, 6, 21
23, 17, 7, 21
23, 17, 7, 21
23, 16, 8, 21
23, 15, 10, 21
23, 14, 11, 21
23, 13, 12, 21
23, 12, 13, 21
23, 11, 15, 21
23, 10, 16, 21
23, 9, 17, 21
23, 8, 18, 21
23, 7, 20, 21
23, 6, 21, 21
23, 5, 22, 21
23, 4, 23, 21
23, 4, 23, 21
23, 3, 25, 21
23, 3, 25, 21
23, 2, 26, 21
23, 2, 26, 21
23, 1, 27, 21
23, 1, 27, 21
23, 1, 27, 21
23, 1, 27, 21
23, 1, 27, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
23, 0, 28, 21
89, 0, 111, 21
89, 0, 111, 21
89, 0, 111, 21
89, 0, 111, 21
89, 0, 111, 21
89, 1, 110, 21
89, 1, 110, 21
89, 1, 110, 21
89, 2, 108, 21
89, 2, 108, 21
89, 3, 107, 21
89, 4, 106, 21
89, 5, 105, 21
89, 6, 103, 21
89, 8, 101, 21
89, 9, 100, 21
89, 11, 97, 21
89, 13, 95, 21
89, 15, 92, 21
89, 17, 90, 21
89, 19, 87, 21
89, 21, 85, 21
89, 24, 81, 21
89, 26, 78, 21
89, 29, 75, 21
89, 31, 72, 21
89, 34, 68, 21
89, 36, 66, 21
89, 39, 62, 21
89, 41, 60, 21
89, 43, 57, 21
89, 45, 55, 21
89, 47, 52, 21
89, 48, 51, 21
89, 50, 48, 21
89, 51, 47, 21
89, 52, 46, 21
89, 53, 45, 21
89, 54, 43, 21
89, 55, 42, 21
89, 55, 42, 21
89, 55, 42, 21
89, 55, 42, 21
89, 55, 42, 21
89, 55, 42, 21
89, 54, 43, 21
89, 53, 45, 21
89, 53, 45, 21
89, 52, 46, 21
89, 51, 47, 21
89, 50, 48, 21
89, 50, 48, 21
89, 49, 50, 21
89, 48, 51, 21
89, 47, 52, 21
89, 45, 55, 21
89, 45, 55, 21
89, 43, 57, 21
89, 42, 58, 21
89, 41, 60, 21
89, 40, 61, 21
89, 39, 62, 21
89, 38, 63, 21
89, 37, 65, 21
89, 37, 65, 21
89, 36, 66, 21
89, 35, 67, 21
89, 35, 67, 21
89, 34, 68, 21
89, 34, 68, 21
89, 33, 70, 21
89, 33, 70, 21
89, 33, 70, 21
89, 32, 71, 21
78, 32, 57, 21
78, 32, 57, 21
78, 32, 57, 21
78, 32, 57, 21
78, 32, 57, 21
78, 32, 57, 21
78, 33, 56, 21
78, 33, 56, 21
78, 33, 56, 21
78, 34, 55, 21
78, 34, 55, 21
78, 34, 55, 21
78, 35, 53, 21
78, 35, 53, 21
78, 35, 53, 21
78, 36, 52, 21
78, 36, 52, 21
78, 36, 52, 21
78, 37, 51, 21
78, 37, 51, 21
78, 37, 51, 21
78, 37, 51, 21
78, 37, 51, 21
78, 37, 51, 21
78, 37, 51, 21
78, 37, 51, 21
78, 37, 51, 21
78, 37, 51, 21
78, 37, 51, 21
78, 37, 51, 21
78, 37, 51, 21
78, 36, 52, 21
78, 36, 52, 21
78, 36, 52, 21
78, 36, 52, 21
78, 35, 53, 21
78, 35, 53, 21
78, 35, 53, 21
78, 34, 55, 21
78, 34, 55, 21
78, 34, 55, 21
78, 33, 56, 21
78, 33, 56, 21
78, 33, 56, 21
78, 32, 57, 21
78, 32, 57, 21
78, 32, 57, 21
78, 31, 58, 21
78, 31, 58, 21
78, 31, 58, 21
78, 31, 58, 21
78, 31, 58, 21
78, 31, 58, 21
78, 30, 60, 21
78, 30, 60, 21
78, 30, 60, 21
78, 30, 60, 21
78, 30, 60, 21
78, 30, 60, 21
78, 30, 60, 21
78, 30, 60, 21
78, 30, 60, 21
78, 30, 60, 21
78, 31, 58, 21
78, 31, 58, 21
78, 31, 58, 21
78, 31, 58, 21
78, 31, 58, 21
78, 31, 58, 21
78, 32, 57, 21
78, 32, 57, 21
78, 32, 57, 21
78, 32, 57, 21
78, 32, 57, 21
76, 33, 53, 21
76, 33, 53, 21
76, 33, 53, 21
76, 33, 53, 21
