31
27, 0, 33, 31
33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 0
27, 0, 33, 15
27, 0, 33, 20
27, 0, 33, 23
27, 0, 33, 24
27, 0, 33, 25
27, 0, 33, 26
27, 0, 33, 27
27, 0, 33, 27
27, 0, 33, 28
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
27, 0, 33, 31
69, 0, 86, 31
69, 0, 86, 31
69, 0, 86, 31
69, 0, 86, 31
69, 0, 86, 31
69, 0, 86, 31
69, 0, 86, 31
69, 1, 85, 31
69, 1, 85, 31
69, 1, 85, 31
69, 1, 85, 31
69, 2, 83, 31
69, 2, 83, 31
69, 3, 82, 31
69, 3, 82, 31
69, 4, 81, 31
69, 4, 81, 31
69, 5, 80, 31
69, 6, 78, 31
69, 6, 78, 31
69, 7, 77, 31
69, 8, 76, 31
69, 9, 75, 31
69, 10, 73, 31
69, 11, 72, 31
69, 12, 71, 31
69, 13, 70, 31
69, 15, 67, 31
69, 16, 66, 31
69, 17, 65, 31
69, 19, 62, 31
69, 20, 61, 31
69, 22, 58, 31
69, 23, 57, 31
69, 25, 55, 31
69, 26, 53, 31
69, 27, 52, 31
69, 29, 50, 31
69, 30, 48, 31
69, 31, 47, 31
69, 33, 45, 31
69, 34, 43, 31
69, 35, 42, 31
69, 36, 41, 31
69, 37, 40, 31
69, 38, 38, 31
69, 39, 37, 31
69, 40, 36, 31
69, 40, 36, 31
69, 41, 35, 31
43, 41, 2, 31
43, 42, 1, 31
43, 42, 1, 31
43, 42, 1, 31
43, 43, 0, 31
43, 43, 0, 31
43, 43, 0, 31
43, 42, 1, 31
43, 42, 1, 31
43, 42, 1, 31
43, 41, 2, 31
43, 41, 2, 31
43, 40, 3, 31
43, 39, 5, 31
43, 38, 6, 31
43, 37, 7, 31
43, 36, 8, 31
43, 35, 10, 31
43, 34, 11, 31
43, 33, 12, 31
43, 32, 13, 31
43, 31, 15, 31
43, 30, 16, 31
43, 28, 18, 31
43, 27, 20, 31
43, 26, 21, 31
43, 25, 22, 31
43, 24, 23, 31
43, 22, 26, 31
43, 21, 27, 31
43, 20, 28, 31
43, 18, 31, 31
43, 17, 32, 31
43, 16, 33, 31
43, 15, 35, 31
43, 14, 36, 31
43, 13, 37, 31
43, 12, 38, 31
43, 11, 40, 31
43, 10, 41, 31
43, 9, 42, 31
43, 8, 43, 31
43, 7, 45, 31
43, 6, 46, 31
43, 6, 46, 31
43, 5, 47, 31
43, 5, 47, 31
43, 4, 48, 31
43, 3, 50, 31
43, 3, 50, 31
68, 3, 81, 31
68, 2, 82, 31
68, 2, 82, 31
68, 2, 82, 31
68, 1, 83, 31
68, 1, 83, 31
68, 1, 83, 31
68, 1, 83, 31
68, 1, 83, 31
68, 1, 83, 31
68, 1, 83, 31
68, 2, 82, 31
68, 2, 82, 31
68, 2, 82, 31
68, 3, 81, 31
68, 3, 81, 31
68, 4, 80, 31
68, 5, 78, 31
68, 5, 78, 31
68, 6, 77, 31
68, 7, 76, 31
68, 8, 75, 31
