74, 17, 50
74, 41, 67
74, 54, 75
74, 66, 80
74, 67, 84
74, 75, 86
74, 77, 88
74, 75, 89
74, 77, 91
74, 80, 101
74, 81, 101
74, 80, 101
74, 82, 101
74, 81, 101
74, 81, 101
74, 79, 101
74, 80, 101
74, 81, 101
74, 81, 101
74, 81, 101
74, 83, 101
74, 83, 101
74, 81, 101
74, 81, 101
74, 82, 101
74, 78, 101
74, 82, 101
74, 80, 101
74, 82, 101
74, 81, 101
76, 81, 101
76, 82, 101
76, 83, 101
76, 83, 101
76, 85, 101
76, 85, 101
76, 84, 101
76, 85, 101
76, 83, 101
76, 84, 101
76, 85, 101
76, 84, 101
76, 86, 101
76, 84, 101
76, 85, 101
76, 85, 101
76, 84, 101
76, 85, 101
76, 85, 101
76, 85, 101
76, 82, 101
76, 84, 101
76, 84, 101
76, 82, 101
76, 84, 101
76, 85, 101
76, 84, 101
76, 83, 101
76, 83, 101
76, 85, 101
76, 83, 101
71, 85, 101
71, 84, 101
71, 81, 101
71, 80, 101
71, 82, 101
71, 75, 101
71, 75, 101
71, 81, 101
71, 78, 101
71, 78, 101
71, 75, 101
71, 75, 101
71, 78, 101
71, 78, 101
71, 73, 101
71, 75, 101
71, 78, 101
71, 78, 101
71, 74, 101
71, 75, 101
71, 77, 101
71, 75, 101
71, 72, 101
71, 79, 101
71, 78, 101
71, 75, 101
71, 75, 101
71, 78, 101
71, 78, 101
71, 75, 101
71, 75, 101
109, 78, 101
109, 86, 101
109, 104, 101
109, 110, 101
109, 114, 101
109, 113, 101
109, 117, 101
109, 122, 101
109, 117, 101
109, 118, 101
109, 119, 101
109, 122, 101
109, 117, 101
109, 116, 101
109, 123, 101
109, 119, 101
109, 116, 101
109, 121, 101
109, 122, 101
109, 116, 101
109, 118, 101
109, 122, 101
109, 119, 101
109, 117, 101
109, 119, 101
109, 123, 101
109, 117, 101
109, 117, 101
109, 123, 101
109, 120, 101
109, 117, 101
121, 119, 101
121, 125, 101
121, 119, 101
121, 130, 101
121, 123, 101
121, 128, 101
121, 126, 101
121, 127, 101
121, 128, 101
121, 127, 101
121, 129, 101
121, 124, 101
121, 129, 101
121, 124, 101
121, 129, 101
121, 128, 101
121, 125, 101
121, 130, 101
121, 122, 101
121, 132, 101
121, 125, 101
121, 127, 101
121, 129, 101
121, 125, 101
121, 130, 101
121, 122, 101
121, 131, 101
121, 125, 101
121, 128, 101
121, 128, 101
121, 125, 101
145, 132, 101
145, 127, 101
145, 134, 101
145, 139, 101
145, 137, 101
145, 140, 101
145, 140, 101
145, 137, 101
145, 140, 101
145, 137, 101
145, 140, 101
145, 140, 101
145, 137, 101
145, 140, 101
145, 139, 101
145, 139, 101
145, 140, 101
145, 139, 101
145, 139, 101
145, 140, 101
145, 139, 101
145, 139, 101
145, 139, 101
145, 139, 101
145, 140, 101
145, 139, 101
145, 139, 101
145, 139, 101
145, 140, 101
145, 139, 101
145, 139, 101
96, 140, 101
96, 133, 101
96, 122, 101
96, 118, 101
96, 113, 101
96, 112, 101
96, 109, 101
96, 109, 101
96, 108, 101
96, 106, 101
96, 109, 101
96, 110, 101
96, 109, 101
96, 108, 101
96, 109, 101
96, 110, 101
96, 107, 101
96, 106, 101
96, 108, 101
96, 107, 101
96, 109, 101
96, 110, 101
96, 109, 101
96, 109, 101
96, 109, 101
96, 108, 101
96, 106, 101
96, 107, 101
96, 106, 101
96, 109, 101
96, 109, 101
110, 108, 101
110, 112, 101
110, 114, 101
110, 117, 101
110, 121, 101
110, 119, 101
110, 117, 101
110, 122, 101
110, 120, 101
110, 117, 101
110, 121, 101
110, 122, 101
110, 117, 101
110, 121, 101
110, 122, 101
110, 118, 101
110, 118, 101
110, 123, 101
110, 120, 101
110, 118, 101
110, 121, 101
110, 121, 101
110, 116, 101
110, 124, 101
110, 121, 101
110, 116, 101
110, 121, 101
110, 123, 101
110, 117, 101
110, 120, 101
110, 122, 101
73, 118, 101
73, 114, 101
73, 104, 101
73, 93, 101
73, 91, 101
73, 88, 101
73, 85, 101
73, 84, 101
73, 80, 101
73, 81, 101
73, 80, 101
73, 78, 101
73, 81, 101
73, 80, 101
73, 81, 101
73, 82, 101
73, 77, 101
73, 79, 101
73, 78, 101
73, 79, 101
